scheme_name,category
Nippon India Corporate Bond Fund (G),Debt: Corporate Bond
SBI Corporate Bond Fund (G),Debt: Corporate Bond
UTI Corporate Bond Fund (G),Debt: Corporate Bond
Sundaram Corporate Bond Fund Reg (G),Debt: Corporate Bond
Invesco India Corporate Bond Fund Reg (G),Debt: Corporate Bond
Union Corporate Bond Fund (G),Debt: Corporate Bond
Bandhan Corporate Bond Fund Reg (G),Debt: Corporate Bond
Mirae Asset Corporate Bond Fund Reg (G),Debt: Corporate Bond
PGIM India Corporate Bond Fund Reg (G),Debt: Corporate Bond
Aditya Birla SL Corporate Bond Fund (G),Debt: Corporate Bond
HDFC Corporate Bond Fund (G),Debt: Corporate Bond
Tata Corporate Bond Fund Reg (G),Debt: Corporate Bond
TRUSTMF Corporate Bond Fund Reg (G),Debt: Corporate Bond
Canara Robeco Corporate Bond Fund Reg (G),Debt: Corporate Bond
HSBC Dynamic Bond Fund Reg (G),Debt: Corporate Bond
SBI CRISIL IBX Gilt Index April 2029 Fund Reg (G),Debt: Long Duration
Axis CRISIL-IBX AAA Bond Financial Services Sep 2027 Index Fund Reg (G),Debt: Long Duration
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Reg (G),Debt: Long Duration
UTI CRISIL SDL Maturity June 2027 Index Fund Reg (G),Debt: Long Duration
UTI Nifty SDL Plus AAA PSU Bond Apr 2028 75:25 Index Fund Reg (G),Debt: Long Duration
ICICI Pru Nifty G-Sec Dec 2030 Index Fund Reg (G),Debt: Long Duration
HDFC Nifty G-Sec July 2031 Index Reg (G),Debt: Long Duration
Kotak Nifty AAA Bond Jun 2025 HTM Index Fund Reg (G),Debt: Long Duration
Mirae Asset CRISIL IBX Gilt Index April 2033 Index Fund Reg (G),Debt: Long Duration
Kotak Nifty G-Sec July 2033 Index Fund Reg (G),Debt: Long Duration
UTI Nifty SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund Reg (G),Debt: Long Duration
Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund Reg (G),Debt: Long Duration
SBI CRISIL IBX Gilt Index June 2036 Fund Reg (G),Debt: Long Duration
Bandhan Crisil IBX 90:10 SDL Plus Gilt- April 2032 Index Fund Reg (G),Debt: Long Duration
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund Reg (G),Debt: Long Duration
UTI CRISIL SDL Maturity April 2033 Index Fund Reg (G),Debt: Long Duration
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund Reg (G),Debt: Long Duration
Axis CRISIL IBX SDL June 2034 Debt Index Fund Reg (G),Debt: Long Duration
Franklin India Long Duration Fund Reg (G),Debt: Long Duration
ICICI Pru Long Term Bond Fund (G),Debt: Long Duration
Aditya Birla SL Long Duration Fund Reg (G),Debt: Long Duration
Nippon India Nivesh Lakshya Long Duration Fund (G),Debt: Long Duration
SBI Long Duration Fund Reg (G),Debt: Long Duration
Bandhan Long Duration Fund Reg (G),Debt: Long Duration
Mirae Asset Long Duration Fund Reg (G),Debt: Long Duration
HDFC Long Duration Debt Fund Reg (G),Debt: Long Duration
Axis Long Duration Fund Reg (G),Debt: Long Duration
Kotak Long Duration Fund Reg (G),Debt: Long Duration
UTI Long Duration Fund Reg (G),Debt: Long Duration
Groww Multi Cap Fund Reg (G),Equity: Multi Cap
Mirae Asset Multicap Fund Reg (G),Equity: Multi Cap
WhiteOak Capital Multi Cap Fund Reg (G),Equity: Multi Cap
Kotak Multicap Fund (G),Equity: Multi Cap
Franklin India Multi Cap Fund Reg (G),Equity: Multi Cap
Canara Robeco Multi Cap Fund Reg (G),Equity: Multi Cap
Bank of India Multi Cap Fund Reg (G),Equity: Multi Cap
Mahindra Manulife Multi Cap Fund Reg (G),Equity: Multi Cap
Union Multicap Fund Reg (G),Equity: Multi Cap
Tata Multicap Fund Reg (G),Equity: Multi Cap
Aditya Birla SL Multi Cap Fund Reg (G),Equity: Multi Cap
Sundaram Multi Cap Fund Reg (G),Equity: Multi Cap
Edelweiss Multi Cap Fund Reg (G),Equity: Multi Cap
Bandhan Multi Cap Fund Reg (G),Equity: Multi Cap
PGIM India Multi Cap Fund Reg (G),Equity: Multi Cap
Nippon India Multi Cap Fund (G),Equity: Multi Cap
Navi Nifty 500 Multicap 50:25:25 Index Fund Reg (G),Equity: Multi Cap
HSBC Multi Cap Fund Reg (G),Equity: Multi Cap
ITI Multi Cap Fund (G),Equity: Multi Cap
ICICI Pru Multicap Fund Reg (G),Equity: Multi Cap
HDFC Multi Cap Fund Reg (G),Equity: Multi Cap
Axis Multi Cap Fund Reg (G),Equity: Multi Cap
SBI Multicap Fund Reg (G),Equity: Multi Cap
Motilal Oswal Multi Cap Fund Reg (G),Equity: Multi Cap
Bajaj Finserv Multi Cap Fund (G),Equity: Multi Cap
UTI Multi Cap Fund Reg (G),Equity: Multi Cap
Trust Multi Cap Fund Reg (G),Equity: Multi Cap
DSP Multicap Fund Reg (G),Equity: Multi Cap
LIC MF Multi Cap Fund Reg (G),Equity: Multi Cap
Baroda BNP Paribas Multi Cap Fund (G),Equity: Multi Cap
Invesco India Multicap Fund (G),Equity: Multi Cap
Edelweiss Recently Listed IPO Fund Reg (G),Equity: Multi Cap
Quant Multi Cap Fund (G),Equity: Multi Cap
Samco Multi Cap Fund Reg (G),Equity: Multi Cap
HSBC Low Duration Fund Reg (G),Debt: Low Duration
Nippon India CRISIL IBX AAA Financial Services Jan 2028 Index Fund Reg (G),Debt: Low Duration
Nippon India CRISIL IBX AAA Financial Services Dec 2026 Index Fund Reg (G),Debt: Low Duration
ICICI Pru Savings Fund (G),Debt: Low Duration
UTI Low Duration Fund (G),Debt: Low Duration
Axis Treasury Advantage Fund (G),Debt: Low Duration
Invesco India Low Duration Fund (G),Debt: Low Duration
Canara Robeco Savings Fund Reg (G),Debt: Low Duration
Nippon India Low Duration Fund (G),Debt: Low Duration
Bandhan Low Duration Fund Reg (G),Debt: Low Duration
HDFC Low Duration Fund (G),Debt: Low Duration
JM Low Duration Fund (G),Debt: Low Duration
Tata Treasury Advantage Fund Reg (G),Debt: Low Duration
SBI Low Duration Fund Reg (G),Debt: Low Duration
DSP Low Duration Fund Reg (G),Debt: Low Duration
Mirae Asset Low Duration Fund Reg (G),Debt: Low Duration
Kotak Low Duration Fund Std (G),Debt: Low Duration
Aditya Birla SL Low Duration Fund (G),Debt: Low Duration
Baroda BNP Paribas Low Duration Fund Reg (G),Debt: Low Duration
Baroda BNP Paribas Low Duration Fund (G),Debt: Low Duration
Mahindra Manulife Low Duration Fund Reg (G),Debt: Low Duration
LIC MF Low Duration Fund (G),Debt: Low Duration
Sundaram Low Duration Fund Reg (G),Debt: Low Duration
Franklin India Low Duration Fund Reg (G),Debt: Low Duration
Edelweiss Low Duration Fund Reg (G),Debt: Low Duration
Mirae Asset CRISIL IBX Financial Services 9-12 Momths Debt Index Fund Reg (G),Debt: Low Duration
Union Low Duration Fund Reg (G),Debt: Low Duration
Kotak CRISIL-IBX Financial Services 9 to 12 Months Debt Index Fund (G),Debt: Low Duration
360 One Dynamic Bond Fund Reg (G),Debt: Dynamic Bond
Mirae Asset Dynamic Bond Fund Reg (G),Debt: Dynamic Bond
ICICI Pru All Seasons Bond Fund (G),Debt: Dynamic Bond
Nippon India Dynamic Bond Fund (G),Debt: Dynamic Bond
Axis Dynamic Bond Fund (G),Debt: Dynamic Bond
Aditya Birla SL Dynamic Bond Fund Reg (G),Debt: Dynamic Bond
JM Dynamic Bond Fund (G),Debt: Dynamic Bond
UTI Dynamic Bond Fund (G),Debt: Dynamic Bond
Quantum Dynamic Bond Fund Reg Plan (G),Debt: Dynamic Bond
Mahindra Manulife Dynamic Bond Fund Reg (G),Debt: Dynamic Bond
SBI Dynamic Bond Fund Reg (G),Debt: Dynamic Bond
Kotak Dynamic Bond Fund Reg (G),Debt: Dynamic Bond
PGIM India Dynamic Bond Fund (G),Debt: Dynamic Bond
HDFC Dynamic Debt Fund (G),Debt: Dynamic Bond
HDFC Dynamic Debt Fund (G) 54EA,Debt: Dynamic Bond
HDFC Dynamic Debt Fund (G) 54EB,Debt: Dynamic Bond
ITI Dynamic Bond Fund Reg (G),Debt: Dynamic Bond
Baroda BNP Paribas Dynamic Bond Fund Reg (G),Debt: Dynamic Bond
Baroda BNP Paribas Dynamic Bond Fund Plan A Reg (G),Debt: Dynamic Bond
DSP Strategic Bond Fund (G),Debt: Dynamic Bond
Bandhan Dynamic Bond Fund Reg (G),Debt: Dynamic Bond
Union Dynamic Bond Fund (G),Debt: Dynamic Bond
Canara Robeco Dynamic Bond Fund Reg (G),Debt: Dynamic Bond
Baroda BNP Paribas Banking and PSU Bond Fund Reg (G),Debt: Banking and PSU
Franklin India Banking & PSU Debt Fund (G),Debt: Banking and PSU
UTI Banking & PSU Fund Reg (G),Debt: Banking and PSU
ICICI Pru Banking and PSU Debt Fund Reg (G),Debt: Banking and PSU
Kotak Banking & PSU Debt Fund (G),Debt: Banking and PSU
HSBC Banking and PSU Debt Fund (G),Debt: Banking and PSU
Sundaram Banking & PSU Fund Reg (G),Debt: Banking and PSU
Axis Banking & PSU Debt (G),Debt: Banking and PSU
SBI Banking and PSU Fund Reg (G),Debt: Banking and PSU
HDFC Banking and PSU Debt Fund Reg (G),Debt: Banking and PSU
LIC MF Banking & PSU Fund (G),Debt: Banking and PSU
Invesco India Banking & PSU Fund (G),Debt: Banking and PSU
Trust Banking & PSU Fund Reg (G),Debt: Banking and PSU
Bajaj Finserv Banking and PSU Fund Reg (G),Debt: Banking and PSU
Aditya Birla SL Banking & PSU Debt Fund Reg (G),Debt: Banking and PSU
Edelweiss Banking and PSU Debt Fund Reg (G),Debt: Banking and PSU
Nippon India Banking & PSU Fund (G),Debt: Banking and PSU
Bandhan Banking & PSU Fund Reg (G),Debt: Banking and PSU
ITI Banking and PSU Fund Reg (G),Debt: Banking and PSU
Mirae Asset Banking And PSU Fund Reg (G),Debt: Banking and PSU
Canara Robeco Banking and PSU Debt Fund Reg (G),Debt: Banking and PSU
DSP Banking & PSU Debt Fund Reg (G),Debt: Banking and PSU
Kotak Floating Rate Fund (G),Debt: Floater
Franklin India Floating Rate Fund (G),Debt: Floater
Nippon India Floater Fund (G),Debt: Floater
ICICI Pru Floating Interest Fund (G),Debt: Floater
HDFC Floating Rate Debt Fund Reg (G),Debt: Floater
Aditya Birla SL Floating Rate Fund Reg (G),Debt: Floater
Tata Floating Rate Fund Reg (G),Debt: Floater
Axis Floater Fund Reg (G),Debt: Floater
DSP Floater Fund Reg (G),Debt: Floater
Bandhan Floater Fund Reg (G),Debt: Floater
UTI Floater Fund (G),Debt: Floater
SBI Floating Rate Debt Fund Reg (G),Debt: Floater
WhiteOak Capital Balanced Hybrid Fund Reg (G),Hybrid: Balanced Hybrid
360 ONE Balanced Hybrid Fund Reg (G),Hybrid: Balanced Hybrid
Bandhan CRISIL IBX Gilt April 2028 Index Fund Reg (G),Debt: Gilt Fund
Motilal Oswal 5 Year G Sec FOF Reg (G),Debt: Gilt Fund
ICICI Pru Gilt Fund (G),Debt: Gilt Fund
Franklin India Government Securities Fund (G),Debt: Gilt Fund
UTI Gilt Fund (G),Debt: Gilt Fund
Axis Gilt Fund (G),Debt: Gilt Fund
HDFC Gilt Fund (G),Debt: Gilt Fund
SBI Magnum Gilt Fund Reg (G),Debt: Gilt Fund
Bandhan Gilt Fund Reg (G),Debt: Gilt Fund
Tata Gilt Securities Fund (G),Debt: Gilt Fund
DSP Gilt Fund Reg (G),Debt: Gilt Fund
Quant Gilt Fund Reg (G),Debt: Gilt Fund
Invesco India Gilt Fund Reg (G),Debt: Gilt Fund
PGIM India Gilt Fund Reg (G),Debt: Gilt Fund
Edelweiss Government Securities Fund Reg (G),Debt: Gilt Fund
Nippon India Gilt Fund Ins (G) (Susp),Debt: Gilt Fund
Nippon India Gilt Fund (G),Debt: Gilt Fund
Canara Robeco Gilt Fund Reg (G),Debt: Gilt Fund
Bajaj Finserv GILT Fund Reg (G),Debt: Gilt Fund
HSBC Gilt Fund (G),Debt: Gilt Fund
Aditya Birla SL Government Securities Fund (G),Debt: Gilt Fund
Aditya Birla SL Government Securities Fund (G)Instant Gain,Debt: Gilt Fund
Union Gilt Fund Reg (G),Debt: Gilt Fund
Kotak Gilt Investement (G),Debt: Gilt Fund
Kotak Gilt Investment P F and Trust (G),Debt: Gilt Fund
Groww Gilt Fund (G),Debt: Gilt Fund
Aditya Birla SL Savings Fund Reg (G),Debt: Ultra Short Duration
Mirae Asset Ultra Short Duration Fund Reg (G),Debt: Ultra Short Duration
ICICI Pru Ultra Short Term Fund Reg (G),Debt: Ultra Short Duration
Franklin India Ultra Short Duration Fund Reg (G),Debt: Ultra Short Duration
SBI Ultra Short Duration Fund Reg (G),Debt: Ultra Short Duration
Baroda BNP Paribas Ultra Short Duration Fund (G),Debt: Ultra Short Duration
HSBC Ultra Short Duration Fund Reg (G),Debt: Ultra Short Duration
Bandhan Ultra Short Duration Fund Reg (G),Debt: Ultra Short Duration
HDFC Ultra Short Term Fund Reg (G),Debt: Ultra Short Duration
Kotak Savings Fund (G),Debt: Ultra Short Duration
Invesco India Ultra Short Duration Fund (G),Debt: Ultra Short Duration
Nippon India Ultra Short Duration Fund (G),Debt: Ultra Short Duration
Mahindra Manulife Ultra Short Duration Fund Reg (G),Debt: Ultra Short Duration
DSP Ultra Short Fund Reg Plan (G),Debt: Ultra Short Duration
UTI Ultra Short Duration Fund (G),Debt: Ultra Short Duration
Axis Ultra Short Duration Fund Reg (G),Debt: Ultra Short Duration
Tata Ultra Short Term Fund (G),Debt: Ultra Short Duration
Bank of India Ultra Short Duration Fund Reg (G),Debt: Ultra Short Duration
Canara Robeco Ultra Short Term Fund Reg.plan (G),Debt: Ultra Short Duration
LIC MF Ultra Short Duration Fund Reg (G),Debt: Ultra Short Duration
PGIM India Ultra Short Duration Fund (G),Debt: Ultra Short Duration
WhiteOak Capital Ultra Short Duration Fund (G),Debt: Ultra Short Duration
ITI Ultra Short Duration Fund Reg (G),Debt: Ultra Short Duration
Sundaram Ultra Short Duration Fund Reg (G),Debt: Ultra Short Duration
Motilal Oswal Ultra Short Term Fund Reg (G),Debt: Ultra Short Duration
Kotak CRISIL-IBX Financial Services 3-6 Months Debt Index Fund (G),Debt: Ultra Short Duration
Bandhan CRISIL-IBX Financial Services 3-6 Months Debt Index Fund Reg (G),Debt: Ultra Short Duration
ICICI Pru CRISIL-IBX Financial Services 3-6 Months Debt Index Fund Reg (G),Debt: Ultra Short Duration
HDFC CRISIL-IBX Financial Services 3-6 Months Debt Index Fund (G),Debt: Ultra Short Duration
Axis CRISIL-IBX Financial Services 3-6 Months Debt Index Fund (G),Debt: Ultra Short Duration
Bandhan Gilt Fund with 10-year constant duration Fund (G),Debt: Gilt Fund 10 yr duration
ICICI Pru Constant Maturity Gilt Fund Reg (G),Debt: Gilt Fund 10 yr duration
SBI Constant Maturity 10-Year Gilt Fund Reg (G),Debt: Gilt Fund 10 yr duration
UTI Gilt Fund with 10 year Constant Duration Reg (G),Debt: Gilt Fund 10 yr duration
DSP 10Y G-Sec Fund Reg (G),Debt: Gilt Fund 10 yr duration
Baroda BNP Paribas GILT FUND (G),Debt: Gilt Fund 10 yr duration
SBI M Gilt PF Reg ( G) (Susp),Debt: Gilt Fund 10 yr duration
SBI M Gilt PF Fix Period 3Y (G) (Susp),Debt: Gilt Fund 10 yr duration
LIC MF Gilt Fund Reg (G),Debt: Gilt Fund 10 yr duration
LIC MF Gilt Fund PF (G),Debt: Gilt Fund 10 yr duration
Franklin India Arbitrage Fund Reg (G),Hybrid: Arbitrage
Motilal Oswal Arbitrage Fund Reg (G),Hybrid: Arbitrage
UTI Arbitrage Fund (G),Hybrid: Arbitrage
WhiteOak Capital Arbitrage Fund Reg (G),Hybrid: Arbitrage
SBI Arbitrage Opp Fund Reg (G),Hybrid: Arbitrage
ITI Arbitrage Fund (G),Hybrid: Arbitrage
Aditya Birla SL Arbitrage Fund Reg (G),Hybrid: Arbitrage
Invesco India Arbitrage Fund (G),Hybrid: Arbitrage
ICICI Pru Equity Arbitrage Fund Reg (G),Hybrid: Arbitrage
Kotak Arbitrage Fund (G),Hybrid: Arbitrage
Tata Arbitrage Fund (G),Hybrid: Arbitrage
HDFC Arbitrage Fund WP (G),Hybrid: Arbitrage
Axis Arbitrage Fund (G),Hybrid: Arbitrage
HDFC Arbitrage Fund Ret (G) (Susp),Hybrid: Arbitrage
Edelweiss Arbitrage Fund Reg (G),Hybrid: Arbitrage
Parag Parikh Arbitrage Fund Reg (G),Hybrid: Arbitrage
Nippon India Arbitrage Fund (G),Hybrid: Arbitrage
DSP Arbitrage Fund Reg Plan (G),Hybrid: Arbitrage
HSBC Arbitrage Fund (G),Hybrid: Arbitrage
Sundaram Arbitrage Fund Reg (G),Hybrid: Arbitrage
Bandhan Arbitrage Fund Reg (G),Hybrid: Arbitrage
Mirae Asset Arbitrage Fund Reg (G),Hybrid: Arbitrage
Baroda BNP Paribas Arbitrage Fund Reg (G),Hybrid: Arbitrage
LIC Arbitrage Fund (G),Hybrid: Arbitrage
Union Arbitrage Fund (G),Hybrid: Arbitrage
Bajaj Finserv Arbitrage Fund Reg (G),Hybrid: Arbitrage
PGIM India Arbitrage Fund Reg (G),Hybrid: Arbitrage
Bank of India Arbitrage Fund (G),Hybrid: Arbitrage
JM Arbitrage Fund (G),Hybrid: Arbitrage
NJ Arbitrage Fund Reg (G),Hybrid: Arbitrage
Mahindra Manulife Arbitrage Fund Reg (G),Hybrid: Arbitrage
Samco Arbitrage Fund Reg (G),Hybrid: Arbitrage
Quant Arbitrage Fund (G),Hybrid: Arbitrage
Trust Arbitrage Fund Reg (G),Hybrid: Arbitrage
The Wealth Company Arbitrage Fund Reg (G),Hybrid: Arbitrage
Old Bridge Arbitrage Fund (G),Hybrid: Arbitrage
Franklin India Liquid Fund Super Ins (G),Debt: Liquid
Bank of India Liquid Fund Reg (G),Debt: Liquid
Axis Liquid Fund (G),Debt: Liquid
Bandhan Liquid Fund Unclaimed Dividend Less than 3Y (G),Debt: Liquid
Edelweiss Liquid Fund Reg (G),Debt: Liquid
Groww Liquid Fund (G),Debt: Liquid
Aditya Birla SL Liquid Fund Reg (G),Debt: Liquid
Tata Liquid Fund (G),Debt: Liquid
UTI Liquid Fund Reg (G),Debt: Liquid
Union Liquid Fund (G),Debt: Liquid
Canara Robeco Liquid Fund Reg plan (G),Debt: Liquid
DSP Liquidity Fund (G),Debt: Liquid
Invesco India Liquid Fund (G),Debt: Liquid
PGIM India Liquid Fund (G),Debt: Liquid
HDFC Liquid Fund (G),Debt: Liquid
Kotak Liquid Fund Reg (G),Debt: Liquid
ICICI Pru Liquid Fund (G),Debt: Liquid
HSBC Cash Fund Reg Plan (G) (Susp),Debt: Liquid
HSBC Liquid Fund (G),Debt: Liquid
Nippon India Liquid Fund (G),Debt: Liquid
Mahindra Manulife Liquid Fund Reg (G),Debt: Liquid
Mirae Asset Liquid Fund (G),Debt: Liquid
Baroda BNP Paribas Liquid Fund Plan A (G),Debt: Liquid
SBI Liquid Fund Reg Plan (G),Debt: Liquid
LIC MF Liquid Fund (G),Debt: Liquid
Bandhan Liquid Fund Reg (G),Debt: Liquid
JM Liquid Fund (G),Debt: Liquid
Sundaram Liquid Fund Reg (G),Debt: Liquid
Bajaj Finserv Liquid Fund Reg (G),Debt: Liquid
WhiteOak Capital Liquid Fund (G),Debt: Liquid
Trust Liquid Fund Reg (G),Debt: Liquid
ITI Liquid Fund (G),Debt: Liquid
360 One Liquid Fund Reg (G),Debt: Liquid
Quant Liquid Fund (G),Debt: Liquid
Parag Parikh Liquid Fund (G),Debt: Liquid
NAVI Liquid Fund (G),Debt: Liquid
Shriram Liquid Fund Reg (G),Debt: Liquid
Quantum Liquid Fund Reg Plan (G),Debt: Liquid
Motilal Oswal Liquid Fund (G),Debt: Liquid
Invesco India Liquid Fund Reg (G)(Susp),Debt: Liquid
Bank of India Overnight Fund Reg (G),Debt: Overnight
Axis Overnight Fund (G),Debt: Overnight
Bajaj Finserv Overnight Fund Reg (G),Debt: Overnight
Franklin India Overnight Fund (G),Debt: Overnight
Nippon India Overnight Fund (G),Debt: Overnight
UTI Overnight Fund (G),Debt: Overnight
Baroda BNP Paribas Overnight Fund (G),Debt: Overnight
DSP Overnight Fund Reg (G),Debt: Overnight
Kotak Overnight Fund (G),Debt: Overnight
ICICI Pru Overnight Fund (G),Debt: Overnight
Invesco India Overnight Fund (G),Debt: Overnight
Mirae Asset Overnight Fund (G),Debt: Overnight
Tata Overnight Fund (G),Debt: Overnight
PGIM India Overnight Fund (G),Debt: Overnight
Canara Robeco Overnight Fund (G),Debt: Overnight
LIC MF Overnight Fund (G),Debt: Overnight
SBI Overnight Fund Reg (G),Debt: Overnight
HSBC Overnight Fund (G),Debt: Overnight
Bandhan Overnight Fund (G),Debt: Overnight
Mahindra Manulife Overnight Fund (G),Debt: Overnight
Aditya Birla SL Overnight Fund Reg (G),Debt: Overnight
Sundaram Overnight Fund (G),Debt: Overnight
Edelweiss Overnight Fund (G),Debt: Overnight
Union Overnight Fund (G),Debt: Overnight
HDFC Overnight Fund (G),Debt: Overnight
Trust MF Overnight Fund Reg (G),Debt: Overnight
Shriram Overnight Fund Reg (G),Debt: Overnight
NJ Overnight Fund Reg (G),Debt: Overnight
JM Overnight Fund Reg (G),Debt: Overnight
Groww Overnight Fund (G),Debt: Overnight
Helios Overnight Fund Reg (G),Debt: Overnight
Quant Overnight Fund Reg (G),Debt: Overnight
ITI Overnight Fund (G),Debt: Overnight
Samco Overnight Fund Reg (G),Debt: Overnight
UTI Childrens Hybrid Fund (G),Solution: Children Debt
SBI Childrens Fund Savings Plan Reg (G),Solution: Children Debt
QSIF Equity Long-Short Fund Reg (G),SIF: Equity LS
QSIF Equity Ex-Top 100 Long-Short Fund Reg (G),SIF: Equity LS
DIVINITI Equity Long Short Fund Reg (G),SIF: Equity LS
QSIF Hybrid Long-Short Fund Reg (G),SIF: Hybrid LS
Edelweiss SIF Altiva Hybrid Long-Short Fund Reg (G),SIF: Hybrid LS
SBI SIF Magnum Hybrid Long Short Fund Reg (G),SIF: Hybrid LS
Titanium Hybrid Long-Short Fund (G),SIF: Hybrid LS
